Country,Year,Total renewable water resources per capita (m3/inhab/year),Water Stress Index (%),Population (%)
Sub-Saharan Africa,2015,3966.654264433,5.91,2.77045419545459
Sub-Saharan Africa,2016,3862.297784694,6.0,2.72204051667558
Sub-Saharan Africa,2017,3762.63891729,6.01,2.67616896436238
Sub-Saharan Africa,2018,3665.290704946,6.14,2.68061789151149
Sub-Saharan Africa,2019,3570.495735587,6.2,2.66797601623151
Sub-Saharan Africa,2020,3478.495496493,6.26,2.65285160970254
Sub-Saharan Africa,2021,3390.827808059,6.3,2.59366611880554
Sudan,2015,990.275961617,118.656387665,3.10751167131043
Sudan,2016,959.947120627,118.656387665,3.11054531285464
Sudan,2017,929.207468626,118.656387665,3.25461617065729
Sudan,2018,900.020164737,118.656387665,3.19148702209797
Sudan,2019,874.350450717,118.656387665,2.89358996893094
Sudan,2020,850.57575653,118.656387665,2.75677878454575
Sudan,2021,827.908814912,118.656387665,2.70104593999388
Suriname,2015,172031.799817542,3.950609365,1.01174763212586
Suriname,2016,170263.116709347,3.950609365,1.03343565089089
Suriname,2017,168493.717226696,3.950609365,1.04465232671753
Suriname,2018,166746.671382734,3.950609365,1.04227397350428
Suriname,2019,164917.266504637,3.950609365,1.10317898471941
Suriname,2020,163079.736107336,3.950609365,1.12046732560236
Suriname,2021,161504.767653368,3.950609365,0.970459647008266
Sweden,2015,17666.14219884,3.427128427,1.05745468551674
Sweden,2016,17481.609397149,3.458297258,1.25645398510305
Sweden,2017,17299.335168654,3.48946609,1.34744505956262
Sweden,2018,17122.111553903,3.520634921,1.16164515996039
Sweden,2019,16945.979916871,3.551803752,1.01372226345511
Sweden,2020,16780.839059313,3.582972583,0.722703912882934
Sweden,2021,16623.52035144,3.582972583,0.600591532839468
Switzerland,2015,6460.001362034,6.506167048,1.13833715247736
Switzerland,2016,6389.663411641,6.498855835,1.09203117387253
Switzerland,2017,6330.097174682,6.498855835,0.933155888738653
Switzerland,2018,6283.447613781,6.498855835,0.736633975172522
Switzerland,2019,6238.639262987,6.498855835,0.713313668444329
Switzerland,2020,6193.123826707,6.498855835,0.730676195047382
Switzerland,2021,6155.505795035,6.498855835,0.765501039496593
Syrian Arab Republic,2015,874.868225642,124.360138926,-4.41574372125213
Syrian Arab Republic,2016,885.982742689,124.360138926,-1.2624196887222
Syrian Arab Republic,2017,885.090336686,124.360138926,0.100775748776037
Syrian Arab Republic,2018,869.063136801,124.360138926,1.82739379772332
Syrian Arab Republic,2019,835.993141891,124.360138926,3.87953676012686
Syrian Arab Republic,2020,808.854165789,124.360138926,3.30017735470972
Syrian Arab Republic,2021,787.924912378,124.360138926,2.62158395663386
Tajikistan,2015,2570.370491161,68.741258741,2.34681604248609
Tajikistan,2016,2511.08326367,57.718696398,2.33358093103683
Tajikistan,2017,2454.757563281,52.698245151,2.26862350493592
Tajikistan,2018,2400.272038134,64.480802217,2.24459239892603
Tajikistan,2019,2346.577376059,69.943264283,2.26242493497438
Tajikistan,2020,2295.873913245,69.943264283,2.18442696878278
Tajikistan,2021,2247.16473656,69.943264283,2.14442565988658
Thailand,2015,6239.615370767,23.013935183,0.475496516958531
Thailand,2016,6211.987057324,23.013935183,0.443771939293856
Thailand,2017,6186.475645743,23.013935183,0.411525980201064
Thailand,2018,6166.505749749,23.013935183,0.323321354607029
Thailand,2019,6150.943200953,23.013935183,0.252691237274251
Thailand,2020,6136.494233898,23.013935183,0.235182865291138
Thailand,2021,6125.743621575,23.013935183,0.175345074912752
Timor-Leste,2015,6812.830845247,28.268210323,1.755472385901
Timor-Leste,2016,6708.52108754,28.268210323,1.54292008005404
Timor-Leste,2017,6607.761203634,28.268210323,1.51336243484312
Timor-Leste,2018,6510.308318375,28.268210323,1.48580822686323
Timor-Leste,2019,6415.773352556,28.268210323,1.46272712419968
Timor-Leste,2020,6319.255074058,28.268210323,1.51582114075127
Timor-Leste,2021,6219.046710605,28.268210323,1.59847001383189
Togo,2015,1967.021216666,3.391634981,2.50454574117742
Togo,2016,1918.720894505,3.391634981,2.48615624048351
Togo,2017,1871.944957178,3.391634981,2.46807888446754
Togo,2018,1826.840613376,3.391634981,2.43899403472361
Togo,2019,1783.310975224,3.391634981,2.41162991553907
Togo,2020,1741.173906555,3.391634981,2.39121902175851
Togo,2021,1700.438493347,3.391634981,2.36733896209991
Trinidad and Tobago,2015,2629.81816588,20.326481258,0.653834662094362
Trinidad and Tobago,2016,2613.436055889,20.326481258,0.624885332854343
Trinidad and Tobago,2017,2597.038969787,20.326481258,0.629391376030142
Trinidad and Tobago,2018,2551.988457569,20.326481258,1.74990956858395
Trinidad and Tobago,2019,2526.390583932,20.326481258,1.00812051332522
Trinidad and Tobago,2020,2529.399326943,20.326481258,-0.119021692717152
Trinidad and Tobago,2021,2516.938537541,20.326481258,0.493855744994371
Tunisia,2015,399.298169657,92.024477566,1.12092816818669
Tunisia,2016,394.928248426,94.609349212,1.10043313328375
Tunisia,2017,390.722793142,89.531015921,1.07057592442396
Tunisia,2018,386.741317657,95.9987812,1.02422998971065
Tunisia,2019,383.009356383,96.310590864,0.969662162376028
Tunisia,2020,379.469257769,98.113399182,0.928583172377061
Tunisia,2021,376.336974818,98.113399182,0.828863470070942
Turkmenistan,2015,4294.684181602,144.731736218,1.80727172800112
Turkmenistan,2016,4219.944207788,144.861926842,1.75561140344976
Turkmenistan,2017,4149.365079285,148.666666667,1.68665774624937
Turkmenistan,2018,4083.220199088,138.485316847,1.60693880017627
Turkmenistan,2019,4021.323651196,142.751674395,1.52748266915759
Turkmenistan,2020,3962.122334467,135.213807316,1.4831290153972
Turkmenistan,2021,3905.008865702,135.213807316,1.45197711119455
Uganda,2015,1603.635005629,5.82799634,3.09130915647166
Uganda,2016,1551.035827405,5.82799634,3.33499474701031
Uganda,2017,1497.741488075,5.82799634,3.49646846553214
Uganda,2018,1447.655743129,5.82799634,3.40127795850029
Uganda,2019,1399.331487426,5.82799634,3.39509056427404
Uganda,2020,1353.463044637,5.82799634,3.33280874526165
Uganda,2021,1310.688074601,5.82799634,3.211427903809
Ukraine,2015,3896.620921831,11.802280383,-0.231768289564786
Ukraine,2016,3909.570527388,12.082145634,-0.286266281053467
Ukraine,2017,3925.005962637,13.87017362,-0.350266732307706
Ukraine,2018,3943.577325906,13.87017362,-0.424631989450114
Ukraine,2019,3964.615759112,13.728945323,-0.484656962511515
Ukraine,2020,3991.831775719,12.255765742,-0.601605747337822
Ukraine,2021,4026.516753806,12.255765742,-0.814860929840815
United Arab Emirates,2015,16.821991592,1696.363636364,0.911950036242349
United Arab Emirates,2016,16.677297517,1679.333333333,0.863868922846647
United Arab Emirates,2017,16.541145106,1630.0,0.819744473334198
United Arab Emirates,2018,16.411075113,1667.333333333,0.789450107726376
United Arab Emirates,2019,16.283715297,1628.666666667,0.779087177439076
United Arab Emirates,2020,16.151107175,1587.333333333,0.817694385518168
United Arab Emirates,2021,16.016836899,1533.333333333,0.834812788038646
Uruguay,2015,50605.116112587,9.786096257,0.328384512874787
Uruguay,2016,50442.824727881,9.786096257,0.32121688556848
Uruguay,2017,50318.508561744,9.786096257,0.24675383930737
Uruguay,2018,50247.414534167,9.786096257,0.141387931879728
Uruguay,2019,50227.379522105,9.786096257,0.0398806735871464
Uruguay,2020,50217.463195732,9.786096257,0.0197448194187447
Uruguay,2021,50258.882863531,9.786096257,-0.0824466091158564
Uzbekistan,2015,1579.028128381,158.130197878,1.74425837484667
Uzbekistan,2016,1553.718505884,156.438199025,1.73884926199094
Uzbekistan,2017,1529.78421309,168.913105822,1.68350632535532
Uzbekistan,2018,1506.028923151,160.384284485,1.73698637655233
Uzbekistan,2019,1481.944296361,151.84399197,1.87647016682647
Uzbekistan,2020,1457.646118957,143.260682535,1.92212652692564
Uzbekistan,2021,1433.917906483,121.835388586,1.97570606573325
Viet Nam,2015,9590.048737519,18.130315379,1.04227094610537
Viet Nam,2016,9493.75016436,18.130315379,1.00922663268309
Viet Nam,2017,9402.226332172,18.130315379,0.968719959338428
Viet Nam,2018,9314.926418382,18.130315379,0.932840031984421
Viet Nam,2019,9231.053610149,18.130315379,0.904491214904611
Viet Nam,2020,9147.770608571,18.130315379,0.906299234852032
Viet Nam,2021,9070.871844551,18.130315379,0.84418167703331
World,2015,5752.715086341,18.06,1.18823193967125
World,2016,5686.210806956,18.23,1.17101807621323
World,2017,5621.61670543,18.37,1.15010554426232
World,2018,5560.196705428,18.34,1.1094956711293
World,2019,5502.093168959,18.39,1.06441786899182
World,2020,5448.78275733,18.23,1.01446264822331
World,2021,5401.731621567,18.55,0.865485516075239
Zambia,2015,6449.933315813,2.835497836,3.19189626183661
Zambia,2016,6250.089084643,2.835497836,3.14740749310829
Zambia,2017,6058.484960216,2.835497836,3.11359549302693
Zambia,2018,5875.792145647,2.835497836,3.06188780166712
Zambia,2019,5701.701865517,2.835497836,3.00761810683645
Zambia,2020,5536.854290124,2.835497836,2.9338181351684
Zambia,2021,5381.77616587,2.835497836,2.84080597789489
Zimbabwe,2015,1412.934582471,31.87194893,2.13629423811133
Zimbabwe,2016,1383.82409271,31.937664288,2.08180572500247
Zimbabwe,2017,1355.830998649,31.346226061,2.04361989880383
Zimbabwe,2018,1328.710836912,35.405385383,2.02053728777103
Zimbabwe,2019,1302.540579349,39.769661782,1.98925274777043
Zimbabwe,2020,1276.35139128,46.091620306,2.03111171035477
Zimbabwe,2021,1250.506142361,46.091620306,2.0457148779533
